batch_id,run_id,keyword_id,keyword_source_query,collection_round,run_date,target_leads_count,actual_leads_collected,ready_to_contact_count,contact_found_count,direct_key_contact_count,company_contact_only_count,duplicate_count,news_only_count,no_contact_count,discovery_quality_score,contactability_score,run_status,notes,last_updated,change_note
BATCH-KW-20260529141515,RUN-20260529141515-KW-0002,KW-0002,restaurant owner Australia contact,,2026-05-29 14:15,,1,0,0,,,,,,,,completed
BATCH-KW-20260529141515,RUN-20260529141515-KW-0004,KW-0004,restaurant owner owner Australia,,2026-05-29 14:15,,1,0,0,,,,,,,,completed
BATCH-KW-20260529141515,RUN-20260529141515-KW-0001,KW-0001,restaurant group Australia contact,,2026-05-29 14:15,,1,0,0,,,,,,,,completed
BATCH-KW-20260529141515,RUN-20260529141515-KW-0003,KW-0003,restaurant group owner Australia,,2026-05-29 14:15,,1,0,0,,,,,,,,completed
BATCH-KW-20260529141515,RUN-20260529141515-KW-0005,KW-0005,group restaurant group head office Australia,,2026-05-29 14:15,,1,0,0,,,,,,,,completed
BATCH-KW-20260529145033,RUN-20260529145033-KW-0030,KW-0030,owner restaurant group Australia email OR phone OR contact,,2026-05-29 14:50,,1,0,0,,,,,,,,completed
BATCH-KW-20260529145033,RUN-20260529145033-KW-0032,KW-0032,owner hotel group Australia email OR phone OR contact,,2026-05-29 14:50,,1,0,0,,,,,,,,completed
BATCH-KW-20260529145033,RUN-20260529145033-KW-0025,KW-0025,"""new opening"" restaurant owner Australia",,2026-05-29 14:50,,1,0,0,,,,,,,,completed
BATCH-KW-20260529145033,RUN-20260529145033-KW-0016,KW-0016,"""owner"" ""restaurant owner"" Australia",,2026-05-29 14:50,,1,0,0,,,,,,,,completed
BATCH-KW-20260529145033,RUN-20260529145033-KW-0009,KW-0009,hotel group owner Australia,,2026-05-29 14:50,,1,0,0,,,,,,,,completed
BATCH-KW-20260529145033,RUN-20260529145033-KW-0010,KW-0010,hotel F&B manager owner Australia,,2026-05-29 14:50,,1,0,0,,,,,,,,completed
BATCH-KW-20260529145033,RUN-20260529145033-KW-0017,KW-0017,"""owner"" ""hotel group"" Australia",,2026-05-29 14:50,,1,0,0,,,,,,,,completed
BATCH-KW-20260529145033,RUN-20260529145033-KW-0011,KW-0011,pub group owner Australia,,2026-05-29 14:50,,1,0,0,,,,,,,,completed
BATCH-KW-20260529145033,RUN-20260529145033-KW-0024,KW-0024,"""new opening"" restaurant group Australia",,2026-05-29 14:50,,1,0,0,,,,,,,,completed
BATCH-KW-20260529145033,RUN-20260529145033-KW-0007,KW-0007,hotel F&B manager Australia contact,,2026-05-29 14:50,,1,0,0,,,,,,,,completed
