"batch_id","run_id","keyword_id","keyword_source_query","collection_round","run_date","target_leads_count","actual_leads_collected","ready_to_contact_count","contact_found_count","direct_key_contact_count","company_contact_only_count","duplicate_count","news_only_count","no_contact_count","discovery_quality_score","contactability_score","run_status","notes","last_updated","change_note"
"BATCH-AU-20260508-183856","BATCH-AU-20260508-183856-RUN-01","KW-0011","restaurant group Australia contact","1","2026-05-08","10","7","7","7","0","5","0","0","0","4","4","Completed","Best broad discovery keyword; found restaurant/hospitality groups with official contact routes.","2026-05-08 18:38","Australia public-source research batch run recorded; no outreach sent."
"BATCH-AU-20260508-183856","BATCH-AU-20260508-183856-RUN-02","KW-0012","hotel procurement Australia","1","2026-05-08","10","3","3","3","0","3","0","0","0","4","4","Completed","Good for FF&E/OS&E and hotel project suppliers; one lead needs credibility review.","2026-05-08 18:38","Australia public-source research batch run recorded; no outreach sent."
"BATCH-AU-20260508-183856","BATCH-AU-20260508-183856-RUN-03","KW-0013","restaurant fit out company Australia","1","2026-05-08","10","1","1","1","0","1","0","0","0","3","4","Completed","Stopped early because high-quality results overlapped with commercial kitchen/design searches.","2026-05-08 18:38","Australia public-source research batch run recorded; no outreach sent."
"BATCH-AU-20260508-183856","BATCH-AU-20260508-183856-RUN-04","KW-0014","hospitality interior design Australia","1","2026-05-08","10","2","2","2","0","2","0","0","0","4","4","Completed","Strong official contactability and supplier/collaboration emails.","2026-05-08 18:38","Australia public-source research batch run recorded; no outreach sent."
"BATCH-AU-20260508-183856","BATCH-AU-20260508-183856-RUN-05","KW-0015","commercial kitchen fit out Australia","1","2026-05-08","10","2","2","2","0","2","0","0","0","4","4","Completed","Strong contactability; official pages listed email and phone.","2026-05-08 18:38","Australia public-source research batch run recorded; no outreach sent."
"BATCH-AU-FOLLOWUP-20260509-155054","BATCH-AU-FOLLOWUP-20260509-155054-RUN-01","KW-0016","restaurant fit out company Sydney","1","2026-05-09","10","4","4","4","0","3","0","0","0","4","4","Completed","Sydney fitout search produced official enquiry forms and several team/KP records.","2026-05-09 15:50","Australia follow-up public-source run recorded; no outreach sent."
"BATCH-AU-FOLLOWUP-20260509-155054","BATCH-AU-FOLLOWUP-20260509-155054-RUN-02","KW-0017","restaurant fit out company Melbourne","1","2026-05-09","10","4","4","4","2","1","0","0","0","4","5","Completed","Melbourne fitout search produced quote forms and direct listed emails.","2026-05-09 15:50","Australia follow-up public-source run recorded; no outreach sent."
"BATCH-AU-FOLLOWUP-20260509-155054","BATCH-AU-FOLLOWUP-20260509-155054-RUN-03","KW-0018","hospitality interior design Brisbane","1","2026-05-09","10","1","1","1","1","0","0","0","0","4","5","Completed","Best KP quality: partner and phone from official site.","2026-05-09 15:50","Australia follow-up public-source run recorded; no outreach sent."
"BATCH-AU-FOLLOWUP-20260509-155054","BATCH-AU-FOLLOWUP-20260509-155054-RUN-04","KW-0019","restaurant design company Melbourne","1","2026-05-09","10","3","3","3","1","2","0","0","0","4","5","Completed","Good direct designer contact plus project forms.","2026-05-09 15:50","Australia follow-up public-source run recorded; no outreach sent."
"BATCH-AU-FOLLOWUP-20260509-155054","BATCH-AU-FOLLOWUP-20260509-155054-RUN-05","KW-0020","commercial kitchen fit out Sydney Melbourne","1","2026-05-09","10","3","3","3","0","3","0","0","0","4","4","Completed","Good form/email yield, weaker KP names.","2026-05-09 15:50","Australia follow-up public-source run recorded; no outreach sent."
"BATCH-AU-KPFORM-20260509-161421","BATCH-AU-KPFORM-20260509-161421-RUN-01","KW-0021","hospitality interior design Sydney contact director","1","2026-05-09","20","5","5","5","0","1","0","0","0","4","5","Completed","Best KP keyword in this run; official pages identify founders/directors.","2026-05-09 16:14","20-candidate form/KP method test recorded; no outreach sent."
"BATCH-AU-KPFORM-20260509-161421","BATCH-AU-KPFORM-20260509-161421-RUN-02","KW-0022","commercial kitchen fit out Sydney Melbourne quote enquiry","1","2026-05-09","20","4","4","4","0","4","0","0","0","4","4","Completed","Best pure form keyword; many phone/form hits, fewer named people.","2026-05-09 16:14","20-candidate form/KP method test recorded; no outreach sent."
"BATCH-AU-KPFORM-20260509-161421","BATCH-AU-KPFORM-20260509-161421-RUN-03","KW-0023","restaurant fit out Canberra contact quote","1","2026-05-09","20","2","2","2","1","1","0","0","0","4","5","Completed","Good direct form/email yield for Canberra fit-out searches.","2026-05-09 16:14","20-candidate form/KP method test recorded; no outreach sent."
"BATCH-AU-KPFORM-20260509-161421","BATCH-AU-KPFORM-20260509-161421-RUN-04","KW-0024","hospitality interior design Canberra Gold Coast contact director","1","2026-05-09","20","4","4","4","1","0","0","0","0","4","5","Completed","Good KP yield through official FAQ and studio pages.","2026-05-09 16:14","20-candidate form/KP method test recorded; no outreach sent."
"BATCH-AU-KPFORM-20260509-161421","BATCH-AU-KPFORM-20260509-161421-RUN-05","KW-0025","hotel procurement Australia FF&E contact","1","2026-05-09","20","5","5","5","0","5","0","0","0","4","4","Completed","Strong procurement/company-contact yield; needs API/manual platform pass for KP.","2026-05-09 16:14","20-candidate form/KP method test recorded; no outreach sent."
"BATCH-AU-RHFORM-20260509-170543","BATCH-AU-RHFORM-20260509-170543-RUN-01","KW-0026","restaurant group Australia contact head office","1","2026-05-09","20","8","8","8","2","2","0","0","0","4","4","Completed","Best overall for restaurant groups; Fink/Solotel/Maeva-type pages expose named roles.","2026-05-09 17:05","Restaurant/hotel form collection test recorded; no outreach sent."
"BATCH-AU-RHFORM-20260509-170543","BATCH-AU-RHFORM-20260509-170543-RUN-02","KW-0027","hotel group Australia contact official","1","2026-05-09","20","5","5","5","0","5","0","0","0","4","4","Completed","Strong form/company contact yield, weak direct KP.","2026-05-09 17:05","Restaurant/hotel form collection test recorded; no outreach sent."
"BATCH-AU-RHFORM-20260509-170543","BATCH-AU-RHFORM-20260509-170543-RUN-03","KW-0028","hotel F&B manager Australia contact","1","2026-05-09","20","2","2","2","0","1","0","0","0","4","4","Completed","Named hotel F&B roles possible through Accor Table For, but not common.","2026-05-09 17:05","Restaurant/hotel form collection test recorded; no outreach sent."
"BATCH-AU-RHFORM-20260509-170543","BATCH-AU-RHFORM-20260509-170543-RUN-04","KW-0029","hospitality group Australia supplier events contact","1","2026-05-09","20","3","3","3","1","1","0","0","0","4","4","Completed","Event/function routes are useful but not always purchasing decision-makers.","2026-05-09 17:05","Restaurant/hotel form collection test recorded; no outreach sent."
"BATCH-AU-RHFORM-20260509-170543","BATCH-AU-RHFORM-20260509-170543-RUN-05","KW-0030","multi location restaurant Australia contact head office","1","2026-05-09","20","2","2","2","0","2","0","0","0","4","4","Completed","Good company-level routes, low KP yield.","2026-05-09 17:05","Restaurant/hotel form collection test recorded; no outreach sent."
"BATCH-AU-RHSAMPLE-20260511-160000","BATCH-AU-RHSAMPLE-20260511-160000-RUN-01","KW-0031","restaurant group Australia official contact expansion","1","2026-05-11","12","12","12","12","0","5","0","0","0","4","4","Completed","Restaurant group final-customer sample expansion; strong official relevance, mostly company-level contacts with some official named leaders.","2026-05-11 16:00","BATCH-AU-RHSAMPLE-20260511-160000: user-authorized sample expansion run recorded; no outreach sent."
"BATCH-AU-RHSAMPLE-20260511-160000","BATCH-AU-RHSAMPLE-20260511-160000-RUN-02","KW-0032","hotel group Australia official contact expansion","1","2026-05-11","4","4","4","4","0","3","0","0","0","4","4","Completed","Hotel group final-customer sample expansion; strong official source coverage, weak direct procurement/F&B buyer contact.","2026-05-11 16:00","BATCH-AU-RHSAMPLE-20260511-160000: user-authorized sample expansion run recorded; no outreach sent."
"BATCH-AU-RHSAMPLE-20260511-160000","BATCH-AU-RHSAMPLE-20260511-160000-RUN-03","KW-0033","hospitality venue group Australia official contact expansion","1","2026-05-11","8","8","8","8","0","4","0","0","0","4","4","Completed","Hospitality venue group sample expansion; venue/contact routes easy, buyer/KP direct route remains weak.","2026-05-11 16:00","BATCH-AU-RHSAMPLE-20260511-160000: user-authorized sample expansion run recorded; no outreach sent."
BATCH-KW-20260522111406,RUN-20260522111406-KW-0011,KW-0011,restaurant group Australia contact,,2026-05-22 11:14,,0,0,0,,,,,,,,completed
BATCH-KW-20260522111406,RUN-20260522111406-KW-0012,KW-0012,hotel procurement Australia,,2026-05-22 11:14,,0,0,0,,,,,,,,completed
BATCH-KW-20260522111406,RUN-20260522111406-KW-0014,KW-0014,hospitality interior design Australia,,2026-05-22 11:14,,0,0,0,,,,,,,,completed
BATCH-KW-20260522111406,RUN-20260522111406-KW-0015,KW-0015,commercial kitchen fit out Australia,,2026-05-22 11:14,,0,0,0,,,,,,,,completed
BATCH-KW-20260522111406,RUN-20260522111406-KW-0013,KW-0013,restaurant fit out company Australia,,2026-05-22 11:14,,0,0,0,,,,,,,,completed
BATCH-KW-20260525163342,RUN-20260525163342-KW-0032,KW-0032,hotel group Australia official contact expansion,,2026-05-25 16:33,,1,0,0,,,,,,,,completed
BATCH-KW-20260525163342,RUN-20260525163342-KW-0017,KW-0017,restaurant fit out company Melbourne,,2026-05-25 16:33,,1,0,0,,,,,,,,completed
BATCH-KW-20260525163342,RUN-20260525163342-KW-0026,KW-0026,restaurant group Australia contact head office,,2026-05-25 16:33,,1,0,0,,,,,,,,completed
BATCH-KW-20260525163342,RUN-20260525163342-KW-0028,KW-0028,hotel F&B manager Australia contact,,2026-05-25 16:33,,1,0,0,,,,,,,,completed
BATCH-KW-20260525163342,RUN-20260525163342-KW-0020,KW-0020,commercial kitchen fit out Sydney Melbourne,,2026-05-25 16:33,,1,0,0,,,,,,,,completed
BATCH-KW-20260525163342,RUN-20260525163342-KW-0016,KW-0016,restaurant fit out company Sydney,,2026-05-25 16:33,,1,0,0,,,,,,,,completed
BATCH-KW-20260525163342,RUN-20260525163342-KW-0018,KW-0018,hospitality interior design Brisbane,,2026-05-25 16:33,,1,0,0,,,,,,,,completed
BATCH-KW-20260525163342,RUN-20260525163342-KW-0023,KW-0023,restaurant fit out Canberra contact quote,,2026-05-25 16:33,,1,0,0,,,,,,,,completed
BATCH-KW-20260525163342,RUN-20260525163342-KW-0030,KW-0030,multi location restaurant Australia contact head office,,2026-05-25 16:33,,1,0,0,,,,,,,,completed
BATCH-KW-20260525163342,RUN-20260525163342-KW-0024,KW-0024,hospitality interior design Canberra Gold Coast contact director,,2026-05-25 16:33,,1,0,0,,,,,,,,completed
BATCH-KW-20260525163536,RUN-20260525163536-KW-0029,KW-0029,hospitality group Australia supplier events contact,,2026-05-25 16:35,,1,0,0,,,,,,,,completed
BATCH-KW-20260525163536,RUN-20260525163536-KW-0022,KW-0022,commercial kitchen fit out Sydney Melbourne quote enquiry,,2026-05-25 16:35,,1,0,0,,,,,,,,completed
BATCH-KW-20260525163536,RUN-20260525163536-KW-0033,KW-0033,hospitality venue group Australia official contact expansion,,2026-05-25 16:35,,1,0,0,,,,,,,,completed
BATCH-KW-20260525163536,RUN-20260525163536-KW-0019,KW-0019,restaurant design company Melbourne,,2026-05-25 16:35,,1,0,0,,,,,,,,completed
BATCH-KW-20260525163536,RUN-20260525163536-KW-0021,KW-0021,hospitality interior design Sydney contact director,,2026-05-25 16:35,,1,0,0,,,,,,,,completed
BATCH-KW-20260525163536,RUN-20260525163536-KW-0031,KW-0031,restaurant group Australia official contact expansion,,2026-05-25 16:35,,1,0,0,,,,,,,,completed
BATCH-KW-20260525163536,RUN-20260525163536-KW-0025,KW-0025,hotel procurement Australia FF&E contact,,2026-05-25 16:35,,1,0,0,,,,,,,,completed
BATCH-KW-20260525163536,RUN-20260525163536-KW-0027,KW-0027,hotel group Australia contact official,,2026-05-25 16:35,,1,0,0,,,,,,,,completed
BATCH-KW-20260525163536,RUN-20260525163536-KW-0212,KW-0212,"""director"" ""restaurant lighting supplier"" Australia",,2026-05-25 16:35,,1,0,0,,,,,,,,completed
BATCH-KW-20260525163536,RUN-20260525163536-KW-0369,KW-0369,resort F&B VIC supplier contact,,2026-05-25 16:35,,1,0,0,,,,,,,,completed
BATCH-KW-20260525173251,RUN-20260525173251-KW-0420,KW-0420,brewery venue Australia acquisition supplier needed,,2026-05-25 17:32,,1,0,0,,,,,,,,completed
BATCH-KW-20260525173251,RUN-20260525173251-KW-0201,KW-0201,"""owner"" ""restaurant renovation"" WA",,2026-05-25 17:32,,1,0,0,,,,,,,,completed
BATCH-KW-20260525173251,RUN-20260525173251-KW-0197,KW-0197,"""owner"" ""food court operator"" Wollongong",,2026-05-25 17:32,,1,0,0,,,,,,,,completed
BATCH-KW-20260525173251,RUN-20260525173251-KW-0154,KW-0154,hotel housekeeping supplier owner Mornington Peninsula,,2026-05-25 17:32,,1,0,0,,,,,,,,completed
BATCH-KW-20260525173251,RUN-20260525173251-KW-0106,KW-0106,restaurant equipment supplier Sydney contact,,2026-05-25 17:32,,1,0,0,,,,,,,,completed
BATCH-KW-20260528143022,RUN-20260528143022-KW-0394,KW-0394,restaurant furniture supplier Hunter Valley procurement team,,2026-05-28 14:30,,1,0,0,,,,,,,,completed
BATCH-KW-20260528143022,RUN-20260528143022-KW-0370,KW-0370,hospitality recruitment QLD supplier contact,,2026-05-28 14:30,,1,0,0,,,,,,,,completed
BATCH-KW-20260528143022,RUN-20260528143022-KW-0150,KW-0150,hospitality recruitment owner QLD,,2026-05-28 14:30,,1,0,0,,,,,,,,completed
BATCH-KW-20260528143022,RUN-20260528143022-KW-0148,KW-0148,winery restaurant owner NSW,,2026-05-28 14:30,,1,0,0,,,,,,,,completed
BATCH-KW-20260528143022,RUN-20260528143022-KW-0504,KW-0504,pub group owner Perth,,2026-05-28 14:30,,1,0,0,,,,,,,,completed
BATCH-KW-20260529150549,RUN-20260529150555-KW-0281,KW-0281,"""new venue"" restaurant lighting supplier Australia",,2026-05-29 15:05,,0,0,0,,,,,,,,completed
BATCH-KW-20260529150549,RUN-20260529150606-KW-0429,KW-0429,restaurant supply chain Sydney new venue supplier needed,,2026-05-29 15:06,,0,0,0,,,,,,,,completed
BATCH-KW-20260529150712,RUN-20260529150732-KW-0264,KW-0264,"""new opening"" corporate catering Darwin",,2026-05-29 15:07,,0,0,0,,,,,,,,completed
BATCH-KW-20260529153013,RUN-20260529153023-KW-0478,KW-0478,hospital food service manager Australia email,,2026-05-29 15:30,,0,0,0,,,,,,,,completed
BATCH-KW-20260529155932,RUN-20260529155938-KW-0320,KW-0320,owner restaurant renovation WA email OR phone OR contact,,2026-05-29 15:59,,0,0,0,,,,,,,,completed
BATCH-KW-20260529155932,RUN-20260529155940-KW-0401,KW-0401,brewery venue Adelaide purchasing department email,,2026-05-29 15:59,,0,0,0,,,,,,,,completed
BATCH-KW-20260529155932,RUN-20260529155941-KW-0632,KW-0632,hotel F&B manager Australia supplier contact,,2026-05-29 15:59,,0,0,0,,,,,,,,completed
BATCH-KW-20260529155932,RUN-20260529155944-KW-0619,KW-0619,owner hotel FF&E supplier Noosa email OR phone OR contact,,2026-05-29 15:59,,0,0,0,,,,,,,,completed
BATCH-KW-20260529155932,RUN-20260529155946-KW-0271,KW-0271,"""new opening"" restaurant supply chain Launceston",,2026-05-29 15:59,,0,0,0,,,,,,,,completed
BATCH-KW-20260529160053,RUN-20260529160057-KW-0416,KW-0416,restaurant POS supplier Broome purchasing department email,,2026-05-29 16:00,,0,0,0,,,,,,,,completed
BATCH-KW-20260529160053,RUN-20260529160100-KW-0280,KW-0280,"""new opening"" hotel amenities supplier McLaren Vale",,2026-05-29 16:01,,0,0,0,,,,,,,,completed
BATCH-KW-20260529160053,RUN-20260529160101-KW-0335,KW-0335,director food delivery platform Perth email OR phone OR contact,,2026-05-29 16:01,,0,0,0,,,,,,,,completed
BATCH-KW-20260529160053,RUN-20260529160103-KW-0165,KW-0165,dark kitchen director Brisbane,,2026-05-29 16:01,,0,0,0,,,,,,,,completed
