"priority_score","review_bucket","queue_rank","lead_id","company_name","source_url","source_count","additional_source_urls","candidate_type","candidate_value","candidate_context","confidence_suggestion","save_recommendation"
"88","team_or_about_page","1","LEAD-0166","H&J Restaurants","https://www.hjrestaurants.com.au/","6","https://www.hjrestaurants.com.au/about | https://www.hjrestaurants.com.au/contact","team_link","https://www.hjrestaurants.com.au/about","About Us","Medium","Review linked page for contact/form/KP details."
"72","company_contact_page","1","LEAD-0166","H&J Restaurants","https://www.hjrestaurants.com.au/","11","https://www.hjrestaurants.com.au/about | https://www.hjrestaurants.com.au/contact","contact_link","https://www.hjrestaurants.com.au/contact","Contact us","Medium","Review linked page for contact/form/KP details."
"60","kp_context_hint","1","LEAD-0166","H&J Restaurants","https://www.hjrestaurants.com.au/about","1","","role_context","ceo","tions reflect our commitment to ethical business practices and respect for our community. Leadership Jayantha Warnakula CEO Harsha Kumarasingha Managing Director Get in touch with us Say Hi Our office Restaurants address 226 Flinders Lane, Melbourne, 3000 Victoria Australia Mail address PO Box 163 F","Low","Use as a page-level KP hint; confirm person name/title before saving."
"60","kp_context_hint","1","LEAD-0166","H&J Restaurants","https://www.hjrestaurants.com.au/about","1","","role_context","director","thical business practices and respect for our community. Leadership Jayantha Warnakula CEO Harsha Kumarasingha Managing Director Get in touch with us Say Hi Our office Restaurants address 226 Flinders Lane, Melbourne, 3000 Victoria Australia Mail address PO Box 163 Flinders Lane, Melbourne, 3000 Vic","Low","Use as a page-level KP hint; confirm person name/title before saving."
"60","kp_context_hint","1","LEAD-0166","H&J Restaurants","https://www.hjrestaurants.com.au/about","1","","role_context","leadership","sparency, ensuring that our actions reflect our commitment to ethical business practices and respect for our community. Leadership Jayantha Warnakula CEO Harsha Kumarasingha Managing Director Get in touch with us Say Hi Our office Restaurants address 226 Flinders Lane, Melbourne, 3000 Victoria Austr","Low","Use as a page-level KP hint; confirm person name/title before saving."
"60","kp_context_hint","1","LEAD-0166","H&J Restaurants","https://www.hjrestaurants.com.au/about","1","","role_context","managing director","ment to ethical business practices and respect for our community. Leadership Jayantha Warnakula CEO Harsha Kumarasingha Managing Director Get in touch with us Say Hi Our office Restaurants address 226 Flinders Lane, Melbourne, 3000 Victoria Australia Mail address PO Box 163 Flinders Lane, Melbourne,","Low","Use as a page-level KP hint; confirm person name/title before saving."
"50","kp_context_hint","1","LEAD-0166","H&J Restaurants","https://www.hjrestaurants.com.au/","2","https://www.hjrestaurants.com.au/about","role_context","culinary","lcoming atmosphere. We’ve worked with great restaurant chains around the world Our previous ventures Our journey in the culinary world is marked by a series of successful restaurant projects, each with its own unique concept and flair. From the rustic charm of 'Harvest Haven,' a farm-to-table experi","Low","Use as a page-level KP hint; confirm person name/title before saving."
"50","kp_context_hint","1","LEAD-0166","H&J Restaurants","https://www.hjrestaurants.com.au/","1","","role_context","events","ghtfully crafted meals, every visit promises to be a memorable culinary journey that delights all the senses. Exclusive Events. Guests can look forward to special events and exclusive dining experiences, including chef’s tables, tasting menus, and live entertainment that enhance the overall dining e","Low","Use as a page-level KP hint; confirm person name/title before saving."
"50","kp_context_hint","1","LEAD-0166","H&J Restaurants","https://www.hjrestaurants.com.au/about","1","","role_context","people","ions 6 Pop-up restaurants 2 Our culture - Passion for Excellence, Commitment to Community We are a group of like-minded people who share the same core values. Customer Focus. We prioritize our customers’ needs and strive to provide exceptional service and memorable dining experiences for every guest","Low","Use as a page-level KP hint; confirm person name/title before saving."
"50","kp_context_hint","1","LEAD-0166","H&J Restaurants","https://www.hjrestaurants.com.au/","1","","role_context","projects","around the world Our previous ventures Our journey in the culinary world is marked by a series of successful restaurant projects, each with its own unique concept and flair. From the rustic charm of 'Harvest Haven,' a farm-to-table experience that celebrates local produce and sustainable eating. 202","Low","Use as a page-level KP hint; confirm person name/title before saving."
