"priority_score","review_bucket","queue_rank","lead_id","company_name","source_url","source_count","additional_source_urls","candidate_type","candidate_value","candidate_context","confidence_suggestion","save_recommendation"
"72","company_contact_page","1","LEAD-0122","Australasian Hospitality Group","https://www.theahg.com.au/","6","https://www.theahg.com.au/contact","contact_link","https://www.theahg.com.au/contact","Contact","Medium","Review linked page for contact/form/KP details."
"50","kp_context_hint","1","LEAD-0122","Australasian Hospitality Group","https://www.theahg.com.au/","2","https://www.theahg.com.au/contact","role_context","people","e Black Bull The Olive Tree Motel Fox on the Run New Property Coming Soon New Property Coming Soon Our Difference - Our People. Our Customers. Australasian Hospitality Group 13/50 Guelph Street Somerville Victoria 3912","Low","Use as a page-level KP hint; confirm person name/title before saving."
"13","technical_status","1","LEAD-0122","Australasian Hospitality Group","https://www.theahg.com.au/","1","","fetch_status","https://www.theahg.com.au/","","High","Fetch status: 200. Use only if page fetched successfully."
"13","technical_status","1","LEAD-0122","Australasian Hospitality Group","https://www.theahg.com.au/contact","1","","fetch_status","https://www.theahg.com.au/contact","","High","Fetch status: 200. Use only if page fetched successfully."
"108","possible_key_person_linkedin","4","AU-0198","Tony Kelly Restaurant Group","https://tkrg.com.au","4","https://tkrg.com.au/about/","key_person_linkedin_url","https://au.linkedin.com/in/tony-kelly-1267bb47","https://au.linkedin.com/in/tony-kelly-1267bb47","Medium","Use as a manual LinkedIn review URL; do not treat as verified direct contact until person/company fit is confirmed."
"88","team_or_about_page","4","AU-0198","Tony Kelly Restaurant Group","https://tkrg.com.au","3","https://tkrg.com.au/about/","team_link","https://tkrg.com.au/about/","LEARN MORE","Medium","Review linked page for contact/form/KP details."
"50","kp_context_hint","4","AU-0198","Tony Kelly Restaurant Group","https://tkrg.com.au","1","","role_context","leadership","Executive Chef who opened the iconic Stokehouse Restaurant in Brisbane which went on to achieve 2 chefs hats under his leadership. Tony has a foraged a pathway for the restaurant industry on the Sunshine Coast, masterminding & developing brands which are now cemented into the Coast food scene. Tony","Low","Use as a page-level KP hint; confirm person name/title before saving."
"13","technical_status","4","AU-0198","Tony Kelly Restaurant Group","https://tkrg.com.au","1","","fetch_status","https://tkrg.com.au","","High","Fetch status: 200. Use only if page fetched successfully."
"13","technical_status","4","AU-0198","Tony Kelly Restaurant Group","https://tkrg.com.au/about/","1","","fetch_status","https://tkrg.com.au/about/","","High","Fetch status: 200. Use only if page fetched successfully."
"102","official_form_candidate","5","AU-0199","Persone","https://persone.com.au/contact/","1","","contact_form","https://persone.com.au/contact/","contact_form form method=post action=/contact/ Name * First Last Email * Phone * Message * CAPTCHA","High","Official page contains a form; save as company_contact_form_url only if it is a contact/enquiry form, not only a booking widget."
"98","phone_candidate","5","AU-0199","Persone","https://persone.com.au","2","https://persone.com.au/contact/","phone","0735051417","+61 7 3505 1417","High","Tel link; save with source/confidence note and review again before outreach."
"94","phone_candidate","5","AU-0199","Persone","https://persone.com.au/contact/","1","","phone","+61 7 3505 1417","look forward to welcoming you. Questions? If you have any questions, please contact us on +61 7 3505 1417 , or complete the form below and we will respond to you within 1 business day. Name * Fir","Medium","Review whether this is company or person phone before saving."
"72","company_contact_page","5","AU-0199","Persone","https://persone.com.au","9","https://persone.com.au/contact/ | https://persone.com.au/event-enquiry/","contact_link","https://persone.com.au/contact/","https://persone.com.au/contact/","Medium","Review linked page for contact/form/KP details."
"72","events_or_functions_contact","5","AU-0199","Persone","https://persone.com.au","6","https://persone.com.au/contact/ | https://persone.com.au/event-enquiry/","contact_link","https://persone.com.au/event-enquiry/","https://persone.com.au/event-enquiry/","Medium","Review linked page for contact/form/KP details."
"50","kp_context_hint","5","AU-0199","Persone","https://persone.com.au/event-enquiry/","1","","role_context","events","ty skyline, exquisite Italian cuisine, and professional service, Persone is your ultimate destination for functions and events. Choose from our popular Chianti Private Dining Room (maximum 12 guests, plasma screen for presentations), multiple indoor and outdoor seating areas, as well as a large indo","Low","Use as a page-level KP hint; confirm person name/title before saving."
"50","kp_context_hint","5","AU-0199","Persone","https://persone.com.au","1","","role_context","people","u Home Reservations Menu Functions Weddings What’s On Gift Voucher Contact Welcome to Persone In Italian Persone means ‘people’. Persone is the embodiment of the sweet life. A place where people want to be and be seen. A place to indulge in ‘the good life’. Immerse yourself in a truly spectacular It","Low","Use as a page-level KP hint; confirm person name/title before saving."
"13","technical_status","5","AU-0199","Persone","https://persone.com.au","1","","fetch_status","https://persone.com.au","OK","High","Fetch status: 200. Use only if page fetched successfully."
"13","technical_status","5","AU-0199","Persone","https://persone.com.au/contact/","1","","fetch_status","https://persone.com.au/contact/","OK","High","Fetch status: 200. Use only if page fetched successfully."
"13","technical_status","5","AU-0199","Persone","https://persone.com.au/event-enquiry/","1","","fetch_status","https://persone.com.au/event-enquiry/","OK","High","Fetch status: 200. Use only if page fetched successfully."
"98","phone_candidate","6","AU-0200","Tenfold Hospitality Group","https://www.tenfoldhospitality.com.au/contact-us/","2","","phone","+(08)%206147%204500","Phone","High","Tel link; save with source/confidence note and review again before outreach."
"98","phone_candidate","6","AU-0200","Tenfold Hospitality Group","https://www.tenfoldhospitality.com.au/contact-us/","1","","phone","6147 4500","(08) 6147 4500","High","Tel link; save with source/confidence note and review again before outreach."
"98","phone_candidate","6","AU-0200","Tenfold Hospitality Group","https://tenfoldhospitality.com.au","3","https://www.tenfoldhospitality.com.au/about-us/ | https://www.tenfoldhospitality.com.au/contact-us/","phone","6147%204500","","High","Tel link; save with source/confidence note and review again before outreach."
"98","phone_candidate","6","AU-0200","Tenfold Hospitality Group","https://tenfoldhospitality.com.au","3","https://www.tenfoldhospitality.com.au/about-us/ | https://www.tenfoldhospitality.com.au/contact-us/","phone","6147%204500%20","","High","Tel link; save with source/confidence note and review again before outreach."
"94","phone_candidate","6","AU-0200","Tenfold Hospitality Group","https://tenfoldhospitality.com.au","3","https://www.tenfoldhospitality.com.au/about-us/ | https://www.tenfoldhospitality.com.au/contact-us/","phone","(08) 6147 4500","Perth-based Hospitality Group - Tenfold Hospitality Group Skip to content (08) 6147 4500 Linkedin-in About us Collaborations Venues The Ashby Bar & Bistro The Ashby Coffee House","Medium","Review whether this is company or person phone before saving."
"88","team_or_about_page","6","AU-0200","Tenfold Hospitality Group","https://tenfoldhospitality.com.au","7","https://www.tenfoldhospitality.com.au/about-us/ | https://www.tenfoldhospitality.com.au/contact-us/","team_link","https://www.tenfoldhospitality.com.au/about-us/","Read more...","Medium","Review linked page for contact/form/KP details."
"72","company_contact_page","6","AU-0200","Tenfold Hospitality Group","https://tenfoldhospitality.com.au","9","https://www.tenfoldhospitality.com.au/about-us/ | https://www.tenfoldhospitality.com.au/contact-us/","contact_link","https://www.tenfoldhospitality.com.au/contact-us/","Contact Us","Medium","Review linked page for contact/form/KP details."
"70","company_linkedin","6","AU-0200","Tenfold Hospitality Group","https://tenfoldhospitality.com.au","6","https://www.tenfoldhospitality.com.au/about-us/ | https://www.tenfoldhospitality.com.au/contact-us/","company_linkedin_url","https://www.linkedin.com/company/tenfold-investments-pty-ltd/","","Low","Use as a manual LinkedIn review URL; do not treat as verified direct contact until person/company fit is confirmed."
"60","kp_context_hint","6","AU-0200","Tenfold Hospitality Group","https://tenfoldhospitality.com.au","2","https://www.tenfoldhospitality.com.au/about-us/","role_context","founder","Bistro, Ellenbrook, The Ashby Bar & Bistro, The Ashby Super Liquor Store and The Ashby Coffee House, Ashby. One of our founders, David Strom has been a prominent member of the Perth hospitality industry for over thirty years and has laid the foundations for the continued growth of all Tenfold venue","Low","Use as a page-level KP hint; confirm person name/title before saving."
"50","kp_context_hint","6","AU-0200","Tenfold Hospitality Group","https://tenfoldhospitality.com.au","2","https://www.tenfoldhospitality.com.au/about-us/","role_context","operations","Hospitality Group began in 2007 and has been instrumental in helping to shape the suburban pub landscape. Innovation in operations and administration has led to the business adopting a model based around building customer advocacy. Tenfold Hospitality Group is a proud family owned Perth based enterp","Low","Use as a page-level KP hint; confirm person name/title before saving."
"50","kp_context_hint","6","AU-0200","Tenfold Hospitality Group","https://tenfoldhospitality.com.au","1","","role_context","people","Bistro The Gate Bar & Bistro The Gate Bottleshop Careers Loyalty Program Contact Us Tenfold Hospitality Group WE BRING PEOPLE TOGETHER WITH GOOD TIMES AND GREAT FOOD! Work With Us The Ashby, your village local Work With Us The Gate, your gateway to a great time! Work With Us The Brook, let the good","Low","Use as a page-level KP hint; confirm person name/title before saving."
"50","kp_context_hint","6","AU-0200","Tenfold Hospitality Group","https://tenfoldhospitality.com.au","2","https://www.tenfoldhospitality.com.au/about-us/","role_context","team","st Pub. Read more... To be the best we can in our industry whilst having fun Are you looking to join one of our vibrant teams? Don’t hesitate to get in touch! Careers OUR AWARDS PubTAB Venue Hall of Fame - The Brook AHA Awards for Excellence – 2015 Group Operator Award - Tenfold Rising Star Award –","Low","Use as a page-level KP hint; confirm person name/title before saving."
"13","technical_status","6","AU-0200","Tenfold Hospitality Group","https://tenfoldhospitality.com.au","1","","fetch_status","https://tenfoldhospitality.com.au","","High","Fetch status: 200. Use only if page fetched successfully."
"13","technical_status","6","AU-0200","Tenfold Hospitality Group","https://www.tenfoldhospitality.com.au/about-us/","1","","fetch_status","https://www.tenfoldhospitality.com.au/about-us/","","High","Fetch status: 200. Use only if page fetched successfully."
"13","technical_status","6","AU-0200","Tenfold Hospitality Group","https://www.tenfoldhospitality.com.au/contact-us/","1","","fetch_status","https://www.tenfoldhospitality.com.au/contact-us/","","High","Fetch status: 200. Use only if page fetched successfully."
"5","technical_status","7","AU-0201","The Big Easy Group","https://thebigeasygroup.com","1","","fetch_status","https://thebigeasygroup.com","","Low","Fetch status: 404. Use only if page fetched successfully."
"88","team_or_about_page","8","AU-0205","The San Telmo Group","https://thesantelmogroup.com.au","6","https://www.thesantelmogroup.com.au/about","team_link","https://www.thesantelmogroup.com.au/about","About","Medium","Review linked page for contact/form/KP details."
"13","technical_status","8","AU-0205","The San Telmo Group","https://thesantelmogroup.com.au","1","","fetch_status","https://thesantelmogroup.com.au","","High","Fetch status: 200. Use only if page fetched successfully."
"13","technical_status","8","AU-0205","The San Telmo Group","https://www.thesantelmogroup.com.au/about","1","","fetch_status","https://www.thesantelmogroup.com.au/about","","High","Fetch status: 200. Use only if page fetched successfully."
"102","official_form_candidate","9","AU-0209","Doltone Hospitality Group","https://doltonehospitalitygroup.com.au/contact-us/","2","","contact_form","https://doltonehospitalitygroup.com.au/contact-us/#gf_2","contact_form form method=post action=/contact-us/#gf_2 Name This field is for validation purposes and should be left unchanged. Name Email Phone Message","High","Official page contains a form; save as company_contact_form_url only if it is a contact/enquiry form, not only a booking widget."
